Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-August-2024,3475.00,3491.45,3443.00,3468.50,3472.055253375073371160,25555,2905,88728372.00,7965,31.17,48.45,-6.50
31-July-2024,3498.70,3498.70,3449.00,3457.85,3470.184664536741214057,20345,2180,70600907.00,5717,28.10,49.70,-40.85
30-July-2024,3412.25,3477.95,3411.80,3468.20,3451.677393600687833937,81415,9510,281018315.00,41960,51.54,66.15,55.95
29-July-2024,3495.45,3496.40,3388.15,3412.20,3425.862443781751775185,102947,12197,352682261.00,52104,50.61,108.25,-83.25
26-July-2024,3423.95,3503.55,3391.85,3495.45,3486.425029384300189081,215251,12636,750456474.00,30721,14.27,111.70,71.50
25-July-2024,3420.00,3455.35,3385.00,3405.25,3412.881143221315292791,40797,3806,139235312.00,14090,34.54,70.35,-14.75
24-July-2024,3474.95,3552.95,3460.00,3472.95,3505.601652232531977655,232897,18183,816444108.00,99715,42.82,92.95,-2.00
23-July-2024,3252.00,3490.00,3232.70,3468.15,3419.655805762280789921,228833,16868,782530097.00,56799,24.82,257.30,216.15
22-July-2024,3257.85,3273.45,3225.00,3252.60,3256.931300656117329216,20728,2557,67509672.00,9558,46.11,48.45,-5.25
19-July-2024,3262.00,3279.95,3235.00,3258.70,3259.769465050358844460,66324,7768,216200950.00,14328,21.60,44.95,-3.30
18-July-2024,3234.00,3268.95,3208.05,3261.95,3243.931389142038797031,23043,3332,74749911.00,9268,40.22,60.90,27.95
16-July-2024,3235.00,3251.00,3224.35,3233.90,3238.323774807614418793,12345,1859,39977107.00,5489,44.46,26.65,-1.10
15-July-2024,3235.85,3252.20,3205.35,3223.85,3223.549635469650729060,70776,8309,228149949.00,30936,43.71,46.85,-12.00
12-July-2024,3255.85,3270.35,3221.00,3231.40,3243.836836360583247040,142924,17833,463622136.00,39618,27.72,49.35,-24.45
